seed,noise,accuracy
42,0.0,0.8645833333333334
42,0.1,0.8333333333333334
42,0.2,0.7465277777777778
42,0.3,0.6388888888888888
42,0.4,0.5208333333333334
42,0.5,0.4513888888888889
42,0.6,0.3923611111111111
42,0.7,0.3506944444444444
42,0.8,0.2951388888888889
42,0.9,0.2673611111111111
42,1.0,0.2326388888888889
