seed,noise,accuracy
42,0.0,0.8263888888888888
42,0.1,0.7986111111111112
42,0.2,0.7326388888888888
42,0.3,0.6145833333333334
42,0.4,0.5243055555555556
42,0.5,0.4548611111111111
42,0.6,0.3854166666666667
42,0.7,0.34375
42,0.8,0.3020833333333333
42,0.9,0.2743055555555556
42,1.0,0.2569444444444444
