seed,noise,accuracy
42,0.0,0.8680555555555556
42,0.1,0.8402777777777778
42,0.2,0.7013888888888888
42,0.3,0.5798611111111112
42,0.4,0.5
42,0.5,0.3923611111111111
42,0.6,0.3506944444444444
42,0.7,0.3194444444444444
42,0.8,0.3020833333333333
42,0.9,0.2881944444444444
42,1.0,0.2847222222222222
