seed,noise,accuracy
42,0.0,0.84375
42,0.1,0.7847222222222222
42,0.2,0.625
42,0.3,0.4618055555555556
42,0.4,0.4201388888888889
42,0.5,0.3368055555555556
42,0.6,0.2951388888888889
42,0.7,0.25
42,0.8,0.23958333333333334
42,0.9,0.2013888888888889
42,1.0,0.19791666666666666
