seed,noise,accuracy
42,0.0,0.8472222222222222
42,0.1,0.7743055555555556
42,0.2,0.625
42,0.3,0.5277777777777778
42,0.4,0.4097222222222222
42,0.5,0.34375
42,0.6,0.3090277777777778
42,0.7,0.28125
42,0.8,0.25
42,0.9,0.22916666666666666
42,1.0,0.2222222222222222
