seed,noise,accuracy
42,0.0,0.8506944444444444
42,0.1,0.8506944444444444
42,0.2,0.6909722222222222
42,0.3,0.5243055555555556
42,0.4,0.4513888888888889
42,0.5,0.3923611111111111
42,0.6,0.3402777777777778
42,0.7,0.2847222222222222
42,0.8,0.2638888888888889
42,0.9,0.2604166666666667
42,1.0,0.2361111111111111
