seed,noise,accuracy
42,0.0,0.8506944444444444
42,0.1,0.7951388888888888
42,0.2,0.75
42,0.3,0.6770833333333334
42,0.4,0.5555555555555556
42,0.5,0.46875
42,0.6,0.3888888888888889
42,0.7,0.3506944444444444
42,0.8,0.3159722222222222
42,0.9,0.2986111111111111
42,1.0,0.2881944444444444
