seed,noise,accuracy
42,0.0,0.875
42,0.1,0.8472222222222222
42,0.2,0.7291666666666666
42,0.3,0.6111111111111112
42,0.4,0.4618055555555556
42,0.5,0.3576388888888889
42,0.6,0.2708333333333333
42,0.7,0.2222222222222222
42,0.8,0.18055555555555555
42,0.9,0.1597222222222222
42,1.0,0.1423611111111111
