seed,noise,accuracy
42,0.0,0.8506944444444444
42,0.1,0.8611111111111112
42,0.2,0.7673611111111112
42,0.3,0.6354166666666666
42,0.4,0.5138888888888888
42,0.5,0.4236111111111111
42,0.6,0.375
42,0.7,0.3229166666666667
42,0.8,0.2881944444444444
42,0.9,0.2673611111111111
42,1.0,0.2326388888888889
