seed,noise,accuracy
42,0.0,0.8402777777777778
42,0.1,0.8263888888888888
42,0.2,0.6458333333333334
42,0.3,0.4756944444444444
42,0.4,0.3576388888888889
42,0.5,0.2916666666666667
42,0.6,0.22916666666666666
42,0.7,0.19791666666666666
42,0.8,0.17708333333333334
42,0.9,0.1701388888888889
42,1.0,0.15625
