seed,noise,accuracy
42,0.0,0.8229166666666666
42,0.1,0.8090277777777778
42,0.2,0.7222222222222222
42,0.3,0.6423611111111112
42,0.4,0.5972222222222222
42,0.5,0.5173611111111112
42,0.6,0.4479166666666667
42,0.7,0.4166666666666667
42,0.8,0.3680555555555556
42,0.9,0.3194444444444444
42,1.0,0.2986111111111111
