seed,noise,accuracy
42,0.0,0.8298611111111112
42,0.1,0.8055555555555556
42,0.2,0.7152777777777778
42,0.3,0.5590277777777778
42,0.4,0.4618055555555556
42,0.5,0.3715277777777778
42,0.6,0.3194444444444444
42,0.7,0.2847222222222222
42,0.8,0.2361111111111111
42,0.9,0.21180555555555555
42,1.0,0.1909722222222222
