seed,noise,accuracy
42,0.0,0.8402777777777778
42,0.1,0.8020833333333334
42,0.2,0.6875
42,0.3,0.5798611111111112
42,0.4,0.4652777777777778
42,0.5,0.375
42,0.6,0.3229166666666667
42,0.7,0.3020833333333333
42,0.8,0.2743055555555556
42,0.9,0.2569444444444444
42,1.0,0.2361111111111111
