seed,noise,accuracy
42,0.0,0.8506944444444444
42,0.1,0.8333333333333334
42,0.2,0.7673611111111112
42,0.3,0.65625
42,0.4,0.5833333333333334
42,0.5,0.5416666666666666
42,0.6,0.4618055555555556
42,0.7,0.4027777777777778
42,0.8,0.3402777777777778
42,0.9,0.2881944444444444
42,1.0,0.25
