seed,noise,accuracy
42,0.0,0.8020833333333334
42,0.1,0.75
42,0.2,0.6736111111111112
42,0.3,0.5798611111111112
42,0.4,0.4965277777777778
42,0.5,0.3888888888888889
42,0.6,0.3298611111111111
42,0.7,0.3020833333333333
42,0.8,0.2743055555555556
42,0.9,0.2465277777777778
42,1.0,0.22569444444444445
